Generation,Population,Orders,Trades,Positions,Fees (USDT),RealizedProfits (USDT),ROI,Price Interval for JMA etc.,Hard Exit Now,Soft Exit Now,dca_gap_modifier (0.5x - 1.5x),above_this_adx_means_trending (ex: 25),jma_percent_tp_offset (ex: 0.10),jma_period_length,tp_percent_offset,rsi RSI Length,rsi SMA Length,rsi Buy Level,rsi Sell Level
8,66,427,415,156,4.32627348,-2.779273480001,-81.3466%,1,False,False,1.1,18,0.13,19,0.22,6,3,30,55
8,65,448,421,153,4.4852044,0.3879955999996,10.7382%,1,False,False,1.1,16,0.12,16,0.23,10,3,30,55
8,64,377,357,123,3.87978868,-0.2629886799996,-6.7801%,1,False,False,0.9,18,0.15,18,0.23,14,3,30,55
8,63,597,564,201,6.13647004,-0.7036700400004,-18.6239%,1,False,False,1,22,0.09,17,0.25,6,3,30,55
8,62,568,539,178,6.09829108,-6.48269108,-152.8983%,1,False,False,0.9,18,0.08,18,0.26,12,3,30,55
8,61,515,499,180,5.3735388,-1.1623388000008,-31.5113%,1,False,False,1.1,18,0.1,17,0.22,10,3,30,55
8,60,371,340,119,3.69057932,1.004020680001,26.3342%,1,False,False,1.2,24,0.13,19,0.26,18,3,30,55
8,59,477,438,152,4.81001016,-5.2648101600008,-134.8123%,1,False,False,1.1,20,0.09,19,0.27,14,3,30,55
8,58,409,383,141,4.04181268,4.6099873200006,130.6957%,1,False,False,1.2,18,0.13,19,0.26,8,3,30,55
8,57,551,519,184,5.64926032,0.4123396800022,10.8624%,1,False,False,1.2,24,0.08,15,0.26,6,3,30,55
8,56,402,380,137,4.07455648,-3.8473564799994,-105.0562%,1,False,False,1.2,20,0.12,16,0.22,16,3,30,55
8,55,415,392,137,4.2766776,-6.1240776000004,-159.1897%,1,False,False,1,16,0.12,19,0.23,16,3,30,55
8,54,417,398,135,4.39336936,5.8032306399994,144.7037%,1,False,False,0.9,24,0.13,19,0.26,8,3,30,55
8,53,403,377,135,4.03693416,7.6834658400004,208.7854%,1,False,False,1.2,24,0.13,19,0.26,8,3,30,55
8,52,576,541,182,6.06541952,-5.76681952,-139.8494%,1,False,False,1,20,0.08,15,0.24,12,3,30,55
8,51,363,338,117,3.67923352,-4.0440335199992,-104.6105%,1,False,False,1.1,20,0.13,16,0.24,18,3,30,55
8,50,427,394,136,4.33645324,-6.163453239998,-156.8132%,1,False,False,1.2,20,0.1,15,0.26,16,3,30,55
8,49,420,400,133,4.45512096,4.7002790399998,113.8359%,1,False,False,0.9,24,0.13,19,0.25,12,3,30,55
8,48,380,365,124,4.02235548,-3.6187554800002,-90.614%,1,False,False,1,22,0.13,17,0.22,18,3,30,55
8,47,354,328,116,3.50655108,0.0414489200006,1.1168%,1,False,False,1,16,0.15,15,0.27,10,3,30,55
8,46,583,549,189,6.09920584,1.4313941600006,35.8485%,1,False,False,1,18,0.08,17,0.27,8,3,30,55
8,45,648,629,218,6.9680542,-5.1340542000008,-129.6384%,1,False,False,0.9,20,0.08,17,0.24,6,3,30,55
8,44,340,318,111,3.43955884,-4.3681588399984,-114.8145%,1,False,False,1.1,16,0.15,19,0.23,18,3,30,55
8,43,499,474,175,5.02682304,-0.3888230400004,-10.9631%,1,False,False,1.2,22,0.11,18,0.23,6,3,30,55
8,42,434,416,142,4.5746076,3.2555924000002,81.9549%,1,False,False,0.9,24,0.13,19,0.23,12,3,30,55
8,41,355,333,114,3.63012788,6.4648721199996,165.2735%,1,False,False,1.1,24,0.15,18,0.27,8,3,30,55
8,40,425,406,140,4.43978456,2.815215439999,72.0126%,1,False,False,0.9,24,0.13,19,0.27,6,3,30,55
8,39,380,348,123,3.76303172,-0.0016317199988,-0.0434%,1,False,False,1.2,24,0.13,19,0.26,16,3,30,55
8,38,452,422,134,4.84086856,-8.7086685599998,-195.2208%,1,False,False,0.9,22,0.08,17,0.25,18,3,30,55
8,37,576,546,196,5.92696356,1.7620364400012,47.1108%,1,False,False,1.2,22,0.08,16,0.23,8,3,30,55
8,36,379,353,130,3.7121376,1.6078624000002,45.8291%,1,False,False,1.2,16,0.13,17,0.26,8,3,30,55
8,35,421,395,136,4.32428212,6.4537178799998,164.7487%,1,False,False,1,24,0.13,19,0.26,8,3,30,55
8,34,390,368,132,3.94791564,-2.7953156399996,-75.9408%,1,False,False,1.2,20,0.12,15,0.22,18,3,30,55
8,33,352,323,113,3.47530028,1.43549972,38.0281%,1,False,False,1,22,0.16,19,0.24,14,3,30,55
8,32,419,393,144,4.16239512,4.7620048800006,133.8205%,1,False,False,1.2,20,0.13,19,0.26,8,3,30,55
8,31,370,338,116,3.70224732,-3.1636473199988,-80.6265%,1,False,False,1.1,18,0.13,18,0.26,18,3,30,55
8,30,369,355,118,3.95143384,-4.59683384,-111.5315%,1,False,False,0.9,24,0.14,18,0.22,18,3,30,55
8,29,424,405,141,4.41607932,3.0775206799998,79.7449%,1,False,False,0.9,18,0.13,19,0.27,8,3,30,55
8,28,546,516,180,5.67313164,-0.70373164,-18.0579%,1,False,False,1.2,24,0.08,18,0.23,10,3,30,55
8,27,523,488,175,5.28473372,2.4606662800006,65.9642%,1,False,False,1.2,22,0.09,19,0.26,8,3,30,55
8,26,407,376,133,4.0521796,6.0042204000002,160.1116%,1,False,False,1.2,24,0.13,19,0.26,12,3,30,55
8,25,362,337,116,3.66601064,3.925989359999,101.0933%,1,False,False,1.1,24,0.13,15,0.27,8,3,30,55
8,24,401,388,142,4.10777248,2.5226275200002,70.8527%,1,False,False,1.1,18,0.14,19,0.22,8,3,30,55
8,23,477,453,150,5.10643284,-4.80203284,-114.1763%,1,False,False,0.9,22,0.09,18,0.23,18,3,30,55
8,22,385,352,124,3.7871664,-1.1751664000006,-31.2995%,1,False,False,1.1,16,0.13,16,0.26,14,3,30,55
8,21,445,417,147,4.51215248,2.1804475200006,57.6309%,1,False,False,1,20,0.12,15,0.23,14,3,30,55
8,20,427,407,151,4.28180916,3.8799908400004,111.091%,1,False,False,1.2,20,0.13,19,0.24,8,3,30,55
8,19,458,430,149,4.71518636,3.9998136399996,102.4644%,1,False,False,1.1,24,0.1,17,0.27,8,3,30,55
8,18,486,454,157,4.98454884,0.5130511600008,13.0893%,1,False,False,1,20,0.11,15,0.25,10,3,30,55
8,17,450,417,143,4.60840356,-9.5502035599984,-240.1805%,1,False,False,1.1,18,0.09,15,0.25,16,3,30,55
8,16,363,347,113,3.88136296,4.1064370399996,97.2067%,1,False,False,0.9,24,0.15,17,0.25,12,3,30,55
8,15,384,355,125,3.82010164,-3.1747016400004,-84.4817%,1,False,False,1.1,16,0.13,17,0.27,14,3,30,55
8,14,352,329,120,3.46340312,-3.0194031200006,-85.2399%,1,False,False,1.1,20,0.15,16,0.25,6,3,30,55
8,13,507,481,171,5.21595876,-7.1365587599998,-189.3911%,1,False,False,1.1,16,0.09,16,0.22,14,3,30,55
8,12,378,351,117,3.90648632,-2.385086320001,-58.043%,1,False,False,1,24,0.13,19,0.26,18,3,30,55
8,11,437,410,142,4.4702356,-1.8536355999986,-47.7645%,1,False,False,0.9,16,0.12,15,0.27,12,3,30,55
8,10,555,533,185,5.8730496,-1.2288495999998,-31.2959%,1,False,False,0.9,20,0.1,18,0.23,10,3,30,55
8,9,319,302,101,3.30697968,5.3468203199998,133.1691%,1,False,False,0.9,24,0.16,16,0.26,14,3,30,55
8,8,392,365,130,3.91769688,5.69950312,153.7558%,1,False,False,1.2,24,0.13,18,0.26,8,3,30,55
8,7,537,513,177,5.654663,0.460537000001,11.6583%,1,False,False,1,24,0.09,17,0.22,12,3,30,55
8,6,443,425,147,4.67981364,-6.1030136400002,-155.3666%,1,False,False,1,18,0.11,16,0.22,16,3,30,55
8,5,403,377,135,4.03693416,7.6834658400004,208.7854%,1,False,False,1.2,24,0.13,19,0.26,8,3,30,55
8,4,376,350,114,3.9390222,-5.1154221999996,-120.2718%,1,False,False,0.9,24,0.13,16,0.26,16,3,30,55
8,3,362,333,114,3.62893456,4.6694654399998,119.4147%,1,False,False,1.1,24,0.15,18,0.25,14,3,30,55
8,2,396,374,136,3.9608908,-2.3734908000004,-66.2421%,1,False,False,1,18,0.14,18,0.26,6,3,30,55
8,1,414,382,132,4.19238252,-4.7813825199992,-122.1959%,1,False,False,1.1,18,0.1,17,0.25,18,3,30,55
7,100,448,418,145,4.58699992,-7.4173999200002,-190.0517%,1,False,False,1.1,16,0.09,18,0.24,18,3,30,55
7,99,426,398,150,4.14234884,-2.05614884,-60.475%,1,False,False,1.2,18,0.12,16,0.26,6,3,30,55
7,98,398,370,124,4.11372912,-8.2787291199994,-202.577%,1,False,False,0.9,16,0.12,16,0.26,16,3,30,55
7,97,517,487,169,5.36779752,2.5802024800002,65.7468%,1,False,False,1.2,24,0.08,19,0.26,8,3,30,55
7,96,477,448,161,4.827855,-0.3420549999994,-9.2439%,1,False,False,1.2,20,0.11,18,0.25,10,3,30,55
7,95,524,490,169,5.4066578,-1.091857799999,-27.6168%,1,False,False,1,20,0.1,17,0.26,10,3,30,55
7,94,404,372,131,4.01307532,0.2899246799994,7.6904%,1,False,False,1.1,22,0.12,15,0.25,14,3,30,55
7,93,436,413,141,4.5631814,-4.0759813999996,-102.1047%,1,False,False,0.9,18,0.11,15,0.23,18,3,30,55
7,92,459,426,148,4.65272496,0.7790750400016,20.0918%,1,False,False,1,20,0.12,16,0.25,10,3,30,55
7,91,409,389,142,4.12076884,5.7666311600002,161.4108%,1,False,False,1.2,24,0.13,19,0.23,8,3,30,55
7,90,403,377,135,4.03693416,7.6834658400004,208.7854%,1,False,False,1.2,24,0.13,19,0.26,8,3,30,55
7,89,340,309,110,3.28812396,0.6680760400004,18.2287%,1,False,False,1.1,16,0.16,19,0.27,14,3,30,55
7,88,640,611,216,6.69757004,-2.1427700400006,-55.7963%,1,False,False,1,22,0.08,15,0.23,6,3,30,55
7,87,436,417,143,4.57505844,2.0665415600016,52.3899%,1,False,False,0.9,22,0.13,17,0.22,10,3,30,55
7,86,482,451,144,5.1841682,-9.2685682000012,-208.3252%,1,False,False,0.9,22,0.08,16,0.26,16,3,30,55
7,85,514,487,163,5.4484002,-2.4656001999996,-59.6784%,1,False,False,0.9,22,0.09,17,0.24,14,3,30,55
7,84,339,321,116,3.38718368,1.5062163200004,42.0405%,1,False,False,1,22,0.16,18,0.25,6,3,30,55
7,83,524,500,168,5.5812532,-3.297453199999,-80.2762%,1,False,False,0.9,22,0.09,18,0.24,12,3,30,55
7,82,459,438,150,4.82475536,2.255844640001,56.8346%,1,False,False,0.9,24,0.12,19,0.23,10,3,30,55
7,81,554,529,187,5.7751508,-4.4787507999994,-117.2659%,1,False,False,1.2,18,0.08,16,0.22,12,3,30,55
7,80,425,395,137,4.2975342,5.0336658000004,130.2658%,1,False,False,1,24,0.13,17,0.23,14,3,30,55
7,79,523,495,173,5.41765016,0.6573498400002,16.9841%,1,False,False,1,24,0.1,19,0.26,6,3,30,55
7,78,403,381,139,4.03622064,-0.3214206400002,-8.9946%,1,False,False,1.2,20,0.13,17,0.24,12,3,30,55
7,77,371,345,124,3.67117604,-0.9553760400002,-26.2639%,1,False,False,1.2,20,0.14,16,0.24,12,3,30,55
7,76,356,338,111,3.77139776,-5.5799977599996,-133.5241%,1,False,False,0.9,22,0.13,15,0.23,18,3,30,55
7,75,469,435,150,4.78185052,-0.8998505199978,-22.8778%,1,False,False,1,18,0.12,19,0.26,10,3,30,55
7,74,561,522,177,5.82428724,-4.2890872399998,-105.3769%,1,False,False,1,18,0.08,18,0.27,12,3,30,55
7,73,394,373,134,3.98380232,5.55259768,151.798%,1,False,False,1.2,24,0.13,18,0.24,8,3,30,55
7,72,599,570,198,6.31375084,-0.4733508399996,-11.9944%,1,False,False,1,18,0.08,16,0.23,8,3,30,55
7,71,344,320,115,3.39501312,1.05258688,29.0631%,1,False,False,1.2,22,0.15,15,0.23,10,3,30,55
7,70,336,315,112,3.36069408,1.2957059199994,35.2095%,1,False,False,1.1,20,0.15,15,0.25,8,3,30,55
7,69,386,359,132,3.78157888,2.1608211200002,61.366%,1,False,False,1.2,18,0.13,17,0.26,8,3,30,55
7,68,421,395,136,4.32428212,6.4537178799998,164.7487%,1,False,False,1,24,0.13,19,0.26,8,3,30,55
7,67,394,377,126,4.18578692,5.3194130800004,130.0316%,1,False,False,0.9,24,0.14,19,0.26,8,3,30,55
7,66,329,305,103,3.35198952,-8.373389520001,-209.6285%,1,False,False,1,18,0.15,19,0.27,16,3,30,55
7,65,437,416,146,4.54534356,-5.1087435600002,-133.0398%,1,False,False,1.2,16,0.1,19,0.22,18,3,30,55
7,64,403,377,135,4.036942,7.6442580000004,207.72%,1,False,False,1.2,24,0.13,19,0.26,8,3,30,55
7,63,418,382,130,4.23047848,-5.5708784800002,-138.9202%,1,False,False,1.2,22,0.09,19,0.26,18,3,30,55
7,62,360,340,123,3.60122548,-2.4542254800002,-68.2552%,1,False,False,1.1,20,0.15,17,0.25,6,3,30,55
7,61,394,369,128,4.00868696,4.3305130399998,112.3652%,1,False,False,1.1,24,0.14,18,0.23,10,3,30,55
7,60,426,403,137,4.46047332,-3.6548733199992,-91.0381%,1,False,False,0.9,24,0.12,17,0.23,16,3,30,55
7,59,450,426,146,4.70813084,-3.9625308399998,-99.572%,1,False,False,1,24,0.1,17,0.24,16,3,30,55
7,58,363,337,115,3.68218576,0.9376142399996,23.8325%,1,False,False,1,22,0.15,19,0.26,12,3,30,55
7,57,517,487,169,5.36779752,2.5802024800002,65.7468%,1,False,False,1.2,24,0.08,19,0.26,8,3,30,55
7,56,589,563,191,6.29520964,-5.2372096399994,-128.3731%,1,False,False,1,20,0.08,19,0.22,12,3,30,55
7,55,319,292,96,3.25116968,-3.1727696800004,-76.3856%,1,False,False,1.1,22,0.14,15,0.26,18,3,30,55
7,54,589,556,198,6.0537334,-1.5053334000006,-39.7882%,1,False,False,1,22,0.09,19,0.25,6,3,30,55
7,53,419,393,144,4.16239512,4.7620048800006,133.8205%,1,False,False,1.2,20,0.13,19,0.26,8,3,30,55
7,52,524,490,169,5.4066578,-1.091857799999,-27.6168%,1,False,False,1,20,0.1,17,0.26,10,3,30,55
7,51,381,346,119,3.79076568,-4.7327656799986,-120.7774%,1,False,False,1.1,18,0.12,18,0.26,18,3,30,55
7,50,406,387,144,4.05609016,2.6099098400004,75.2977%,1,False,False,1.2,16,0.13,19,0.24,8,3,30,55
7,49,408,388,141,4.12076124,6.4858387600002,180.2633%,1,False,False,1.2,24,0.13,19,0.24,8,3,30,55
7,48,385,373,132,4.00477696,-3.4113769599992,-91.3799%,1,False,False,0.9,20,0.14,16,0.23,6,3,30,55
7,47,313,289,105,3.0323008,-1.9819007999994,-56.0644%,1,False,False,1.2,16,0.16,15,0.25,10,3,30,55
7,46,383,358,128,3.82211888,1.7726811199998,48.2732%,1,False,False,1.2,24,0.13,16,0.27,6,3,30,55
7,45,437,418,144,4.60715736,-2.6017573600004,-65.9255%,1,False,False,1,18,0.11,19,0.22,18,3,30,55
7,44,353,323,112,3.49422432,-2.2706243200006,-59.2893%,1,False,False,1.1,16,0.14,15,0.25,14,3,30,55
7,43,432,398,142,4.29271984,-3.054319839999,-82.0071%,1,False,False,1.2,18,0.11,16,0.25,14,3,30,55
7,42,289,266,94,2.83853396,-3.6939339599986,-100.0289%,1,False,False,1.2,24,0.16,16,0.23,16,3,30,55
7,41,551,519,184,5.64926032,0.4123396800022,10.8624%,1,False,False,1.2,24,0.08,15,0.26,6,3,30,55
7,40,501,465,157,5.16704096,-0.9606409599998,-23.629%,1,False,False,1.1,24,0.08,17,0.26,12,3,30,55
7,39,604,570,204,6.19442892,-1.9552289200002,-52.029%,1,False,False,1,20,0.09,17,0.27,6,3,30,55
7,38,412,377,128,4.18004112,-5.26364112,-130.821%,1,False,False,1.2,22,0.09,19,0.27,18,3,30,55
7,37,414,387,140,4.12541108,5.7963889200006,159.7964%,1,False,False,1.2,22,0.13,19,0.26,8,3,30,55
7,36,380,364,124,3.98408108,-1.2064810799988,-30.5226%,1,False,False,0.9,20,0.14,16,0.22,14,3,30,55
7,35,377,349,116,3.88602708,-2.87042708,-69.6253%,1,False,False,1,24,0.13,18,0.25,18,3,30,55
7,34,520,498,171,5.5061104,2.5904895999998,65.0859%,1,False,False,0.9,24,0.1,16,0.22,10,3,30,55
7,33,387,371,126,4.09274596,-6.4483459599984,-161.2067%,1,False,False,0.9,18,0.13,17,0.23,16,3,30,55
7,32,470,444,149,4.97160504,-4.0298050400004,-97.7937%,1,False,False,1,24,0.09,19,0.23,18,3,30,55
7,31,355,331,111,3.64377048,0.6556295199994,16.257%,1,False,False,1,22,0.15,17,0.25,12,3,30,55
7,30,424,391,134,4.27905904,2.6071409600012,66.2646%,1,False,False,1,24,0.12,15,0.25,12,3,30,55
7,29,316,295,100,3.23916288,-1.6507628799986,-41.5548%,1,False,False,1.2,24,0.15,19,0.27,18,3,30,55
7,28,484,456,164,4.9039118,-2.051711800001,-55.5882%,1,False,False,1.1,20,0.11,18,0.24,12,3,30,55
7,27,438,401,139,4.38751556,-2.2257155600004,-57.2127%,1,False,False,1.1,22,0.1,17,0.27,14,3,30,55
7,26,446,421,144,4.62745256,3.194347440001,80.604%,1,False,False,0.9,24,0.12,18,0.23,14,3,30,55
7,25,465,442,153,4.8367132,-3.3781131999996,-86.5918%,1,False,False,0.9,16,0.11,19,0.24,14,3,30,55
7,24,412,386,140,4.098983,3.9856170000002,110.5655%,1,False,False,1.2,24,0.13,19,0.26,6,3,30,55
7,23,433,401,146,4.26890628,-1.7415062799994,-48.352%,1,False,False,1.2,16,0.12,18,0.26,10,3,30,55
7,22,431,398,131,4.47792792,-5.4309279199998,-128.8136%,1,False,False,1,22,0.09,17,0.26,18,3,30,55
7,21,475,449,150,5.0093018,1.4710982000004,35.6752%,1,False,False,0.9,24,0.1,15,0.24,14,3,30,55
7,20,371,359,125,3.8903216,0.330678399999,8.6382%,1,False,False,0.9,22,0.15,19,0.26,6,3,30,55
7,19,368,352,118,3.88133152,1.15086848,28.4513%,1,False,False,0.9,22,0.15,17,0.23,12,3,30,55
7,18,291,271,95,2.90874116,-2.9469411599986,-78.6549%,1,False,False,1.2,16,0.16,18,0.27,18,3,30,55
7,17,502,474,170,5.10888104,-3.5064810400002,-94.4869%,1,False,False,1.1,18,0.1,15,0.23,12,3,30,55
7,16,403,375,135,4.0061792,3.7854208000002,103.6763%,1,False,False,1.2,22,0.13,18,0.26,8,3,30,55
7,15,414,387,140,4.12541108,5.7963889200006,159.7964%,1,False,False,1.2,22,0.13,19,0.26,8,3,30,55
7,14,399,377,135,4.03688552,7.2783144800004,197.7803%,1,False,False,1.2,24,0.13,19,0.25,8,3,30,55
7,13,344,312,111,3.32390348,1.7590965200004,47.9064%,1,False,False,1.1,18,0.16,19,0.26,14,3,30,55
7,12,403,377,135,4.03693416,7.6834658400004,208.7854%,1,False,False,1.2,24,0.13,19,0.26,8,3,30,55
7,11,459,427,144,4.7338164,2.3735836000006,58.5169%,1,False,False,1,24,0.11,15,0.25,12,3,30,55
7,10,483,464,171,4.92866096,-2.2546609599998,-63.3768%,1,False,False,1.2,16,0.11,18,0.22,10,3,30,55
7,9,344,331,118,3.5283442,-1.4691442,-40.0201%,1,False,False,0.9,20,0.16,19,0.27,6,3,30,55
7,8,500,472,166,5.14814744,-1.78094744,-46.4974%,1,False,False,1.1,20,0.1,15,0.25,10,3,30,55
7,7,396,361,125,3.95593844,-2.0045384399986,-51.4567%,1,False,False,1.2,22,0.12,19,0.26,16,3,30,55
7,6,350,328,118,3.47521344,1.2937865599996,35.7906%,1,False,False,1,20,0.16,17,0.23,10,3,30,55
7,5,318,305,108,3.24680976,2.6373902399996,71.5751%,1,False,False,1,22,0.16,16,0.22,8,3,30,55
7,4,490,466,152,5.29949552,-5.7684955200006,-133.8655%,1,False,False,0.9,22,0.08,19,0.23,18,3,30,55
7,3,438,409,150,4.33499228,-1.9787922800002,-55.5707%,1,False,False,1.2,18,0.12,18,0.24,12,3,30,55
7,2,505,470,166,5.11858928,-3.5733892800012,-93.8314%,1,False,False,1.1,22,0.09,19,0.23,14,3,30,55
7,1,347,322,117,3.39329772,-0.5214977199996,-14.6573%,1,False,False,1.1,18,0.16,19,0.22,14,3,30,55
6,100,483,460,157,5.11428296,-6.1996829599994,-154.0677%,1,False,False,0.9,18,0.1,18,0.22,16,3,30,55
6,99,394,370,126,4.08286716,-5.0688671600006,-127.0195%,1,False,False,1,20,0.13,19,0.25,16,3,30,55
6,98,456,421,146,4.59825316,-1.6006531599988,-41.2102%,1,False,False,1,20,0.12,17,0.26,12,3,30,55
6,97,383,372,134,3.95104192,-4.4736419199992,-123.3188%,1,False,False,0.9,18,0.14,17,0.24,6,3,30,55
6,96,411,385,141,4.07176752,1.9790324800008,55.6803%,1,False,False,1.2,16,0.13,19,0.26,10,3,30,55
6,95,543,515,175,5.73094944,-5.1791494399998,-127.8924%,1,False,False,0.9,16,0.09,16,0.22,14,3,30,55
6,94,498,472,170,5.0880962,0.3181037999996,8.6084%,1,False,False,1.1,20,0.1,17,0.25,8,3,30,55
6,93,623,592,207,6.51995932,-2.011559320001,-51.5729%,1,False,False,1,22,0.08,18,0.25,6,3,30,55
6,92,357,347,122,3.73468016,1.8983198400004,50.4687%,1,False,False,0.9,16,0.15,17,0.23,8,3,30,55
6,91,359,340,111,3.81875692,-3.9451569200004,-93.2185%,1,False,False,0.9,18,0.14,19,0.27,18,3,30,55
6,90,484,460,171,4.84991088,-2.46471088,-70.4206%,1,False,False,1.2,20,0.11,17,0.24,6,3,30,55
6,89,389,370,136,3.8865434,-2.8697434,-81.6462%,1,False,False,1,18,0.14,17,0.23,6,3,30,55
6,88,298,274,94,2.97892704,-5.9509270399992,-153.3722%,1,False,False,1.2,22,0.15,15,0.27,16,3,30,55
6,87,452,430,148,4.74173276,-7.6541327599994,-193.548%,1,False,False,0.9,18,0.1,16,0.24,16,3,30,55
6,86,487,464,166,5.00994856,1.9852514400004,53.2819%,1,False,False,1.2,24,0.1,18,0.24,10,3,30,55
6,85,451,421,148,4.58068456,4.9793154400004,130.4759%,1,False,False,1.2,24,0.11,19,0.26,8,3,30,55
6,84,523,489,169,5.3962656,-4.3586656000006,-110.4527%,1,False,False,1.1,22,0.08,18,0.23,14,3,30,55
6,83,445,411,138,4.56767904,3.2041209600002,78.4986%,1,False,False,1,24,0.11,15,0.26,14,3,30,55
6,82,414,396,139,4.27833252,-0.1879325199986,-4.9571%,1,False,False,0.9,16,0.13,16,0.23,10,3,30,55
6,81,465,441,158,4.75378092,4.2884190800002,115.5407%,1,False,False,1.2,24,0.11,19,0.23,8,3,30,55
6,80,405,376,129,4.10826496,4.1551350399994,105.9877%,1,False,False,1,24,0.14,18,0.23,14,3,30,55
6,79,344,321,115,3.40906412,0.7793358800004,21.4262%,1,False,False,1,16,0.16,18,0.26,10,3,30,55
6,78,391,358,123,3.90043168,-1.24103168,-31.819%,1,False,False,1,18,0.14,18,0.26,14,3,30,55
6,77,308,291,97,3.20817252,-3.4313725200004,-84.6171%,1,False,False,0.9,18,0.16,17,0.25,18,3,30,55
6,76,336,322,107,3.56665464,-7.3424546399992,-179.2675%,1,False,False,0.9,16,0.14,16,0.23,18,3,30,55
6,75,421,395,136,4.32428212,6.4537178799998,164.7487%,1,False,False,1,24,0.13,19,0.26,8,3,30,55
6,74,517,487,169,5.36780928,2.5213907200002,64.2482%,1,False,False,1.2,24,0.08,19,0.26,8,3,30,55
6,73,516,489,162,5.53256812,-11.8109681200002,-279.6832%,1,False,False,0.9,16,0.08,18,0.23,16,3,30,55
6,72,362,341,122,3.63569276,5.3125072400004,145.1155%,1,False,False,1.2,24,0.15,19,0.23,8,3,30,55
6,71,481,452,155,5.01946836,-13.8496683599984,-346.2739%,1,False,False,1.1,16,0.08,15,0.23,16,3,30,55
6,70,341,328,110,3.60529928,4.078900720001,101.3162%,1,False,False,0.9,24,0.15,15,0.25,8,3,30,55
6,69,409,389,142,4.12076884,5.7666311600002,161.4108%,1,False,False,1.2,24,0.13,19,0.23,8,3,30,55
6,68,403,377,135,4.03693416,7.6834658400004,208.7854%,1,False,False,1.2,24,0.13,19,0.26,8,3,30,55
6,67,354,332,121,3.49979404,1.96640596,55.3916%,1,False,False,1.2,18,0.14,15,0.24,8,3,30,55
6,66,569,535,192,5.80359372,-2.1129937199994,-56.5276%,1,False,False,1.2,18,0.08,16,0.24,10,3,30,55
6,65,567,544,189,5.9932596,0.5563403999992,14.1802%,1,False,False,1.1,24,0.08,17,0.22,10,3,30,55
6,64,410,390,146,4.06609996,-2.4034999600002,-70.1288%,1,False,False,1.1,16,0.14,19,0.25,6,3,30,55
6,63,397,372,132,4.00072016,3.1764798399998,85.1812%,1,False,False,1.1,22,0.13,17,0.25,8,3,30,55
6,62,331,309,112,3.25713396,0.3198660400006,8.973%,1,False,False,1.2,16,0.16,18,0.25,12,3,30,55
6,61,419,397,137,4.34174056,6.45845944,165.4008%,1,False,False,1,24,0.13,19,0.25,8,3,30,55
6,60,393,363,130,3.8753292,0.1962707999996,5.3538%,1,False,False,1.1,16,0.13,16,0.26,10,3,30,55
6,59,391,369,136,3.87494848,-1.3517484800004,-38.5764%,1,False,False,1.1,18,0.14,18,0.27,6,3,30,55
6,58,438,415,150,4.4278756,2.997324399999,82.3788%,1,False,False,1.1,24,0.12,16,0.23,6,3,30,55
6,57,440,416,146,4.53308016,-7.776280159998,-203.0491%,1,False,False,1.1,20,0.1,15,0.24,16,3,30,55
6,56,440,407,138,4.51982088,-7.3086208799984,-180.8851%,1,False,False,1.1,22,0.09,16,0.27,16,3,30,55
6,55,301,287,100,3.08829248,-6.195292480001,-163.7302%,1,False,False,1,20,0.16,16,0.22,16,3,30,55
6,54,541,513,182,5.57229924,0.2091007599992,5.5243%,1,False,False,1.1,22,0.09,15,0.27,6,3,30,55
6,53,482,460,156,5.09378932,3.199010680001,79.3385%,1,False,False,0.9,24,0.11,15,0.22,12,3,30,55
6,52,445,424,153,4.52859876,-3.048198759999,-83.5298%,1,False,False,0.9,18,0.12,16,0.25,6,3,30,55
6,51,407,376,133,4.0521796,6.0042204000002,160.1116%,1,False,False,1.2,24,0.13,19,0.26,12,3,30,55
6,50,568,536,183,5.96184044,-1.3294404400002,-32.9859%,1,False,False,0.9,16,0.09,16,0.27,10,3,30,55
6,49,412,386,129,4.285039,1.884961,46.0714%,1,False,False,0.9,20,0.14,19,0.27,14,3,30,55
6,48,439,414,141,4.58899596,-7.8333959599994,-195.0744%,1,False,False,0.9,16,0.1,16,0.25,16,3,30,55
6,47,425,390,143,4.12779696,1.0858030400004,30.5535%,1,False,False,1.2,20,0.12,15,0.26,10,3,30,55
6,46,375,348,123,3.74248528,5.3959147199998,144.2859%,1,False,False,1.2,24,0.13,16,0.26,8,3,30,55
6,45,421,392,139,4.22081652,1.908983479999,51.0522%,1,False,False,1.1,22,0.13,18,0.23,14,3,30,55
6,44,313,293,111,2.9916338,-1.6126338000002,-48.8958%,1,False,False,1.1,18,0.16,16,0.23,6,3,30,55
6,43,466,447,155,4.9193838,-6.2725838,-160.074%,1,False,False,1,18,0.1,15,0.22,16,3,30,55
6,42,408,381,139,4.04316324,2.7510367600002,76.8624%,1,False,False,1.2,20,0.13,18,0.26,8,3,30,55
6,41,488,448,150,4.99959016,1.054209840001,25.6159%,1,False,False,1,24,0.09,17,0.26,14,3,30,55
6,40,543,510,171,5.71978504,-3.1327850399996,-75.7415%,1,False,False,1,20,0.08,18,0.24,14,3,30,55
6,39,437,409,146,4.39640812,2.6783918800014,72.1843%,1,False,False,1,20,0.12,15,0.25,8,3,30,55
6,38,386,366,123,4.03185004,3.1673499600012,78.5164%,1,False,False,0.9,24,0.14,17,0.23,14,3,30,55
